X	Targets	Model_pred
1703	Glyma.06G265600	1
1706	Glyma.06G270500	1
1712	Glyma.06G276500	1
1713	Glyma.06G277500	1
1714	Glyma.06G277600	1
1718	Glyma.06G289500	1
1719	Glyma.06G291500	1
1720	Glyma.06G292100	1
1729	Glyma.06G298700	1
1730	Glyma.06G299000	1
1731	Glyma.06G299100	1
1732	Glyma.06G299400	1
1733	Glyma.06G300900	1
1734	Glyma.06G306200	1
1735	Glyma.06G307000	1
1737	Glyma.06G308000	1
1739	Glyma.06G309000	1
1741	Glyma.06G310800	1
1742	Glyma.06G311100	1
1743	Glyma.06G312300	1
1744	Glyma.06G313700	1
1745	Glyma.06G315100	1
1746	Glyma.06G317100	1
1753	Glyma.06G319520	1
1754	Glyma.06G319640	1
1755	Glyma.06G319700	1
1757	Glyma.06G321900	1
1760	Glyma.07G000300	1
1761	Glyma.07G006200	1
1762	Glyma.07G007500	1
1763	Glyma.07G011000	1
1765	Glyma.07G013700	1
1770	Glyma.07G018000	1
1771	Glyma.07G018600	1
1775	Glyma.07G020200	1
1776	Glyma.07G021600	1
1777	Glyma.07G022000	1
1779	Glyma.07G023300	1
1780	Glyma.07G023500	1
1784	Glyma.07G028600	1
1785	Glyma.07G028800	1
1787	Glyma.07G031000	1
1788	Glyma.07G032500	1
1789	Glyma.07G032800	1
1790	Glyma.07G033100	1
1792	Glyma.07G035000	1
1793	Glyma.07G035200	1
1794	Glyma.07G035600	1
1795	Glyma.07G036200	1
1797	Glyma.07G039300	1
1800	Glyma.07G040900	1
1801	Glyma.07G041400	1
1803	Glyma.07G043700	1
1806	Glyma.07G045600	1
1807	Glyma.07G045900	1
1808	Glyma.07G047100	1
1809	Glyma.07G047500	1
1810	Glyma.07G047600	1
1811	Glyma.07G048300	1
1814	Glyma.07G048900	1
1816	Glyma.07G049600	1
1817	Glyma.07G049900	1
1818	Glyma.07G051200	1
1820	Glyma.07G052400	1
1823	Glyma.07G052800	1
1825	Glyma.07G053300	1
1826	Glyma.07G054000	1
1827	Glyma.07G054800	1
1829	Glyma.07G055800	1
1830	Glyma.07G055900	1
1832	Glyma.07G057600	1
1833	Glyma.07G057700	1
1834	Glyma.07G059600	1
1835	Glyma.07G059800	1
1840	Glyma.07G067900	1
1841	Glyma.07G068700	1
1842	Glyma.07G069600	1
1844	Glyma.07G071000	1
1848	Glyma.07G076000	1
1849	Glyma.07G076200	1
1850	Glyma.07G076600	1
1853	Glyma.07G080700	1
1854	Glyma.07G082600	1
1856	Glyma.07G083700	1
1857	Glyma.07G083900	1
1859	Glyma.07G084100	1
1862	Glyma.07G088600	1
1865	Glyma.07G089500	1
1866	Glyma.07G090000	1
1872	Glyma.07G093400	1
1877	Glyma.07G097200	1
1878	Glyma.07G097700	1
1880	Glyma.07G098951	1
1882	Glyma.07G099300	1
1883	Glyma.07G099500	1
1887	Glyma.07G105700	1
1891	Glyma.07G110200	1
1893	Glyma.07G110600	1
1895	Glyma.07G115900	1
1896	Glyma.07G116000	1
1898	Glyma.07G119800	1
1899	Glyma.07G120900	1
1903	Glyma.07G128300	1
1904	Glyma.07G129000	1
1905	Glyma.07G130300	1
1906	Glyma.07G133500	1
1907	Glyma.07G133800	1
1909	Glyma.07G136500	1
1911	Glyma.07G136800	1
1912	Glyma.07G137300	1
1915	Glyma.07G139700	1
1916	Glyma.07G139800	1
1919	Glyma.07G140100	1
1921	Glyma.07G140700	1
1922	Glyma.07G141300	1
1923	Glyma.07G142600	1
1924	Glyma.07G143200	1
1928	Glyma.07G150800	1
1931	Glyma.07G153100	1
1934	Glyma.07G155500	1
1935	Glyma.07G156000	1
1936	Glyma.07G157100	1
1937	Glyma.07G163200	1
1938	Glyma.07G163600	1
1939	Glyma.07G165700	1
1941	Glyma.07G167000	1
1943	Glyma.07G171600	1
1947	Glyma.07G174100	1
1949	Glyma.07G177600	1
1950	Glyma.07G178100	1
1951	Glyma.07G179900	1
1954	Glyma.07G182200	1
1955	Glyma.07G183200	1
1958	Glyma.07G184700	1
1961	Glyma.07G185800	1
1962	Glyma.07G187500	1
1963	Glyma.07G188800	1
1964	Glyma.07G189200	1
1965	Glyma.07G189500	1
1966	Glyma.07G189700	1
1967	Glyma.07G189900	1
1968	Glyma.07G190100	1
1969	Glyma.07G192500	1
1970	Glyma.07G193300	1
1971	Glyma.07G195300	1
1972	Glyma.07G196000	1
1973	Glyma.07G198200	1
1975	Glyma.07G200300	1
1978	Glyma.07G201100	1
1980	Glyma.07G202300	1
1981	Glyma.07G204000	1
1984	Glyma.07G206100	1
1985	Glyma.07G206400	1
1986	Glyma.07G208000	1
1987	Glyma.07G208300	1
1988	Glyma.07G209100	1
1989	Glyma.07G209200	1
1992	Glyma.07G212300	1
1994	Glyma.07G215000	1
1995	Glyma.07G215500	1
1999	Glyma.07G223000	1
2000	Glyma.07G226633	1
2001	Glyma.07G227700	1
2002	Glyma.07G228200	1
2004	Glyma.07G231800	1
2005	Glyma.07G233500	1
2006	Glyma.07G233600	1
2007	Glyma.07G233900	1
2008	Glyma.07G234300	1
2011	Glyma.07G237500	1
2013	Glyma.07G239700	1
2014	Glyma.07G242000	1
2015	Glyma.07G242100	1
2018	Glyma.07G243500	1
2022	Glyma.07G245000	1
2023	Glyma.07G247200	1
2024	Glyma.07G248000	1
2025	Glyma.07G248600	1
2026	Glyma.07G251300	1
2029	Glyma.07G253100	1
2032	Glyma.07G255700	1
2033	Glyma.07G256100	1
2034	Glyma.07G256200	1
2035	Glyma.07G256300	1
2038	Glyma.07G258200	1
2039	Glyma.07G259300	1
2040	Glyma.07G260300	1
2041	Glyma.07G261500	1
2044	Glyma.07G262100	1
2046	Glyma.07G262700	1
2049	Glyma.07G266300	1
2052	Glyma.07G269200	1
2054	Glyma.07G269700	1
2055	Glyma.07G269900	1
2057	Glyma.07G272200	1
2058	Glyma.07G272600	1
2060	Glyma.07G273600	1
2061	Glyma.07G273700	1
2062	Glyma.08G000800	1
2063	Glyma.08G001600	1
2064	Glyma.08G002000	1
2065	Glyma.08G002100	1
2067	Glyma.08G002600	1
2069	Glyma.08G003500	1
2070	Glyma.08G004100	1
2071	Glyma.08G004200	1
2072	Glyma.08G004300	1
2073	Glyma.08G004400	1
2074	Glyma.08G004800	1
2077	Glyma.08G009800	1
2082	Glyma.08G014900	1
2084	Glyma.08G015300	1
2085	Glyma.08G015700	1
2087	Glyma.08G018000	1
2088	Glyma.08G018100	1
2090	Glyma.08G020800	1
2092	Glyma.08G022000	1
2095	Glyma.08G025700	1
2096	Glyma.08G026500	1
2097	Glyma.08G026800	1
2098	Glyma.08G027700	1
2099	Glyma.08G028300	1
2100	Glyma.08G033100	1
2101	Glyma.08G034500	1
2103	Glyma.08G035300	1
2104	Glyma.08G036400	1
2106	Glyma.08G040800	1
2108	Glyma.08G041800	1
2109	Glyma.08G042100	1
2111	Glyma.08G043300	1
2115	Glyma.08G044400	1
2117	Glyma.08G046400	1
2118	Glyma.08G047100	1
2119	Glyma.08G048100	1
2120	Glyma.08G050400	1
2122	Glyma.08G052700	1
2123	Glyma.08G052800	1
2127	Glyma.08G055000	1
2130	Glyma.08G056200	1
2132	Glyma.08G057000	1
2136	Glyma.08G061800	1
2137	Glyma.08G063800	1
2138	Glyma.08G064700	1
2139	Glyma.08G066700	1
2140	Glyma.08G067000	1
2141	Glyma.08G067600	1
2143	Glyma.08G067741	1
2145	Glyma.08G070100	1
2146	Glyma.08G071300	1
2147	Glyma.08G071900	1
2150	Glyma.08G072400	1
2153	Glyma.08G074000	1
2154	Glyma.08G074200	1
2155	Glyma.08G078000	1
2157	Glyma.08G080600	1
2159	Glyma.08G081700	1
2160	Glyma.08G082200	1
2161	Glyma.08G082400	1
2162	Glyma.08G082900	1
2163	Glyma.08G083300	1
2165	Glyma.08G084300	1
2166	Glyma.08G084600	1
2168	Glyma.08G085000	1
2169	Glyma.08G085500	1
2170	Glyma.08G086000	1
2172	Glyma.08G087900	1
2173	Glyma.08G088300	1
2174	Glyma.08G089600	1
2175	Glyma.08G089800	1
2176	Glyma.08G090400	1
2178	Glyma.08G091400	1
2179	Glyma.08G091500	1
2182	Glyma.08G094100	1
2183	Glyma.08G094200	1
2185	Glyma.08G095200	1
2186	Glyma.08G096300	1
2189	Glyma.08G101500	1
2192	Glyma.08G105000	1
2196	Glyma.08G107500	1
2197	Glyma.08G109000	1
2200	Glyma.08G109500	1
2202	Glyma.08G110420	1
2205	Glyma.08G113200	1
2206	Glyma.08G113400	1
2208	Glyma.08G114100	1
2210	Glyma.08G115300	1
2211	Glyma.08G118400	1
2213	Glyma.08G118700	1
2214	Glyma.08G118900	1
2215	Glyma.08G119200	1
2218	Glyma.08G124100	1
2219	Glyma.08G124300	1
2220	Glyma.08G124600	1
2221	Glyma.08G124800	1
2223	Glyma.08G125400	1
2224	Glyma.08G126100	1
2225	Glyma.08G126600	1
2227	Glyma.08G130800	1
2228	Glyma.08G131400	1
2229	Glyma.08G132300	1
2231	Glyma.08G133100	1
2234	Glyma.08G133900	1
2235	Glyma.08G135000	1
2239	Glyma.08G137500	1
2240	Glyma.08G138100	1
2244	Glyma.08G139300	1
2245	Glyma.08G139800	1
2246	Glyma.08G139900	1
2247	Glyma.08G140600	1
2248	Glyma.08G141100	1
2249	Glyma.08G142400	1
2255	Glyma.08G150800	1
2256	Glyma.08G152400	1
2257	Glyma.08G152500	1
2258	Glyma.08G153600	1
2260	Glyma.08G157600	1
2261	Glyma.08G157700	1
2262	Glyma.08G162100	1
2263	Glyma.08G164100	1
2264	Glyma.08G165500	1
2265	Glyma.08G165900	1
2266	Glyma.08G166100	1
2267	Glyma.08G166500	1
2268	Glyma.08G168700	1
2270	Glyma.08G170400	1
2273	Glyma.08G171300	1
2274	Glyma.08G171400	1
2275	Glyma.08G173300	1
2277	Glyma.08G173800	1
2279	Glyma.08G174200	1
2280	Glyma.08G174800	1
2281	Glyma.08G174900	1
2282	Glyma.08G175200	1
2283	Glyma.08G175800	1
2284	Glyma.08G175900	1
2285	Glyma.08G177200	1
2286	Glyma.08G177300	1
2287	Glyma.08G177400	1
2288	Glyma.08G178100	1
2293	Glyma.08G180400	1
2298	Glyma.08G184300	1
2299	Glyma.08G185000	1
2301	Glyma.08G187400	1
2302	Glyma.08G191300	1
2303	Glyma.08G194200	1
2304	Glyma.08G195300	1
2305	Glyma.08G198900	1
2307	Glyma.08G199700	1
2308	Glyma.08G200200	1
2310	Glyma.08G201300	1
2311	Glyma.08G201400	1
2313	Glyma.08G203000	1
2315	Glyma.08G204600	1
2316	Glyma.08G204800	1
2318	Glyma.08G208700	1
2320	Glyma.08G210000	1
2321	Glyma.08G211000	1
2322	Glyma.08G212600	1
2326	Glyma.08G214000	1
2327	Glyma.08G214300	1
2329	Glyma.08G216300	1
2331	Glyma.08G217700	1
2333	Glyma.08G218600	1
2337	Glyma.08G220300	1
2338	Glyma.08G220900	1
2339	Glyma.08G221900	1
2341	Glyma.08G222800	1
2343	Glyma.08G223300	1
2345	Glyma.08G227200	1
2346	Glyma.08G227600	1
2347	Glyma.08G228800	1
2348	Glyma.08G229400	1
2350	Glyma.08G232600	1
2354	Glyma.08G235600	1
2361	Glyma.08G239000	1
2362	Glyma.08G240100	1
2363	Glyma.08G240500	1
2364	Glyma.08G241600	1
2365	Glyma.08G242100	1
2367	Glyma.08G242800	1
2368	Glyma.08G243100	1
2369	Glyma.08G244700	1
2371	Glyma.08G246300	1
2372	Glyma.08G246700	1
2373	Glyma.08G247700	1
2375	Glyma.08G249900	1
2377	Glyma.08G251200	1
2379	Glyma.08G253000	1
2381	Glyma.08G254500	1
2382	Glyma.08G254600	1
2384	Glyma.08G255800	1
2385	Glyma.08G257300	1
2386	Glyma.08G258700	1
2387	Glyma.08G259300	1
2390	Glyma.08G264800	1
2392	Glyma.08G267700	1
2393	Glyma.08G270600	1
2394	Glyma.08G272000	1
2395	Glyma.08G272600	1
2398	Glyma.08G277000	1
2401	Glyma.08G281600	1
2402	Glyma.08G282100	1
2403	Glyma.08G282900	1
2404	Glyma.08G284100	1
2407	Glyma.08G288600	1
2413	Glyma.08G291600	1
2415	Glyma.08G292300	1
2416	Glyma.08G292800	1
2418	Glyma.08G293800	1
2420	Glyma.08G294800	1
2421	Glyma.08G295500	1
2422	Glyma.08G296400	1
2424	Glyma.08G298500	1
2427	Glyma.08G299000	1
2429	Glyma.08G302500	1
2431	Glyma.08G303000	1
2436	Glyma.08G304200	1
2437	Glyma.08G306200	1
2438	Glyma.08G306500	1
2439	Glyma.08G306800	1
2440	Glyma.08G307400	1
2441	Glyma.08G307600	1
2442	Glyma.08G307800	1
2443	Glyma.08G311600	1
2444	Glyma.08G312400	1
2446	Glyma.08G313100	1
2447	Glyma.08G314800	1
2449	Glyma.08G316000	1
2453	Glyma.08G324700	1
2454	Glyma.08G325300	1
2456	Glyma.08G330600	1
2458	Glyma.08G332000	1
2459	Glyma.08G336400	1
2462	Glyma.08G338200	1
2463	Glyma.08G338800	1
2465	Glyma.08G339500	1
2470	Glyma.08G344100	1
2473	Glyma.08G345400	1
2475	Glyma.08G347400	1
2477	Glyma.08G348300	1
2478	Glyma.08G349900	1
2479	Glyma.08G351932	1
2482	Glyma.08G352300	1
2485	Glyma.08G357000	1
2487	Glyma.08G360200	1
2488	Glyma.08G361100	1
2489	Glyma.08G361200	1
2492	Glyma.08G362532	1
2493	Glyma.08G362900	1
2494	Glyma.08G364700	1
2495	Glyma.08G365100	1
2497	Glyma.09G003100	1
2498	Glyma.09G004300	1
2499	Glyma.09G004800	1
2500	Glyma.09G005500	1
2501	Glyma.09G005700	1
2503	Glyma.09G010000	1
2505	Glyma.09G011200	1
2506	Glyma.09G012000	1
2507	Glyma.09G013100	1
2508	Glyma.09G014700	1
2510	Glyma.09G016251	1
2514	Glyma.09G017800	1
2518	Glyma.09G020800	1
2520	Glyma.09G022400	1
2521	Glyma.09G022500	1
2522	Glyma.09G024100	1
2525	Glyma.09G027000	1
2526	Glyma.09G028000	1
2528	Glyma.09G030300	1
2529	Glyma.09G031400	1
2532	Glyma.09G036900	1
2533	Glyma.09G037600	1
2534	Glyma.09G038300	1
2537	Glyma.09G040600	1
2541	Glyma.09G042400	1
2542	Glyma.09G042500	1
2543	Glyma.09G042800	1
2544	Glyma.09G044200	1
2548	Glyma.09G049300	1
2549	Glyma.09G049500	1
2550	Glyma.09G049700	1
2551	Glyma.09G050200	1
2554	Glyma.09G052900	1
2555	Glyma.09G054200	1
2556	Glyma.09G056300	1
2558	Glyma.09G056800	1
2559	Glyma.09G059000	1
2560	Glyma.09G059200	1
2561	Glyma.09G061300	1
2562	Glyma.09G061500	1
2564	Glyma.09G063000	1
2565	Glyma.09G063300	1
2566	Glyma.09G064200	1
2567	Glyma.09G065000	1
2568	Glyma.09G066400	1
2570	Glyma.09G067700	1
2571	Glyma.09G068100	1
2574	Glyma.09G070300	1
2575	Glyma.09G071600	1
2578	Glyma.09G073900	1
2579	Glyma.09G075200	1
2580	Glyma.09G075500	1
2581	Glyma.09G079600	1
2583	Glyma.09G083700	1
2584	Glyma.09G087700	1
2585	Glyma.09G089000	1
2587	Glyma.09G089700	1
2589	Glyma.09G091800	1
2590	Glyma.09G092100	1
2594	Glyma.09G094600	1
2598	Glyma.09G099200	1
2599	Glyma.09G102400	1
2600	Glyma.09G104000	1
2601	Glyma.09G104200	1
2604	Glyma.09G110500	1
2605	Glyma.09G114000	1
2607	Glyma.09G115800	1
2608	Glyma.09G116300	1
2609	Glyma.09G118500	1
2611	Glyma.09G120200	1
2612	Glyma.09G125800	1
2615	Glyma.09G128400	1
2616	Glyma.09G130400	1
2618	Glyma.09G138100	1
2622	Glyma.09G140700	1
2623	Glyma.09G144200	1
2624	Glyma.09G144800	1
2625	Glyma.09G146500	1
2628	Glyma.09G148700	1
2629	Glyma.09G149200	1
2630	Glyma.09G149400	1
2631	Glyma.09G151400	1
2632	Glyma.09G152100	1
2633	Glyma.09G153900	1
2635	Glyma.09G154600	1
2637	Glyma.09G156800	1
2638	Glyma.09G156900	1
2640	Glyma.09G160100	1
2641	Glyma.09G161100	1
2642	Glyma.09G162400	1
2644	Glyma.09G163900	1
2647	Glyma.09G172100	1
2648	Glyma.09G172500	1
2649	Glyma.09G173800	1
2651	Glyma.09G177600	1
2652	Glyma.09G178100	1
2654	Glyma.09G181960	1
2658	Glyma.09G183800	1
2663	Glyma.09G187300	1
2664	Glyma.09G187800	1
2665	Glyma.09G188500	1
2666	Glyma.09G189300	1
2667	Glyma.09G190000	1
2668	Glyma.09G191300	1
2669	Glyma.09G193000	1
2671	Glyma.09G194900	1
2672	Glyma.09G196000	1
2674	Glyma.09G198200	1
2677	Glyma.09G202000	1
2678	Glyma.09G202700	1
2679	Glyma.09G203300	1
2681	Glyma.09G204500	1
2682	Glyma.09G204800	1
2687	Glyma.09G207200	1
2688	Glyma.09G207700	1
2690	Glyma.09G209900	1
2692	Glyma.09G210900	1
2693	Glyma.09G211700	1
2695	Glyma.09G214500	1
2696	Glyma.09G215700	1
2701	Glyma.09G217700	1
2703	Glyma.09G218600	1
2704	Glyma.09G219100	1
2706	Glyma.09G222500	1
2707	Glyma.09G223600	1
2708	Glyma.09G225700	1
2709	Glyma.09G225900	1
2710	Glyma.09G226000	1
2713	Glyma.09G227200	1
2714	Glyma.09G227600	1
2716	Glyma.09G229200	1
2717	Glyma.09G230700	1
2720	Glyma.09G235400	1
2721	Glyma.09G236500	1
2722	Glyma.09G237200	1
2724	Glyma.09G238900	1
2725	Glyma.09G239800	1
2727	Glyma.09G240100	1
2729	Glyma.09G245400	1
2730	Glyma.09G246100	1
2731	Glyma.09G246600	1
2732	Glyma.09G246700	1
2733	Glyma.09G246800	1
2735	Glyma.09G249200	1
2741	Glyma.09G252800	1
2742	Glyma.09G252900	1
2744	Glyma.09G255500	1
2745	Glyma.09G257500	1
2746	Glyma.09G258000	1
2747	Glyma.09G259100	1
2748	Glyma.09G260600	1
2751	Glyma.09G266700	1
2753	Glyma.09G268800	1
2754	Glyma.09G268900	1
2756	Glyma.09G269600	1
2757	Glyma.09G270500	1
2758	Glyma.09G270900	1
2759	Glyma.09G271300	1
2761	Glyma.09G273800	1
2762	Glyma.09G275100	1
2764	Glyma.09G277200	1
2767	Glyma.09G278600	1
2770	Glyma.09G281700	1
2771	Glyma.09G281800	1
2772	Glyma.09G281900	1
2773	Glyma.09G285400	1
2774	Glyma.09G286200	1
2775	Glyma.U031515::	1
2776	Glyma.U031615::	1
2777	Glyma.10G000500	1
2779	Glyma.10G002100	1
2780	Glyma.10G002200	1
2781	Glyma.10G002300	1
2783	Glyma.10G005200	1
2785	Glyma.10G005600	1
2787	Glyma.10G006700	1
2788	Glyma.10G007000	1
2792	Glyma.10G009100	1
2793	Glyma.10G010300	1
2794	Glyma.10G011300	1
2795	Glyma.10G012900	1
2797	Glyma.10G016000	1
2799	Glyma.10G016500	1
2800	Glyma.10G017000	1
2802	Glyma.10G018700	1
2805	Glyma.10G019400	1
2806	Glyma.10G019800	1
2811	Glyma.10G024500	1
2812	Glyma.10G025500	1
2813	Glyma.10G026600	1
2814	Glyma.10G027900	1
2818	Glyma.10G032200	1
2821	Glyma.10G034800	1
2822	Glyma.10G036600	1
2823	Glyma.10G036700	1
2824	Glyma.10G037500	1
2825	Glyma.10G037700	1
2827	Glyma.10G040300	1
2828	Glyma.10G040600	1
2830	Glyma.10G041400	1
2831	Glyma.10G042900	1
2833	Glyma.10G043700	1
2834	Glyma.10G044000	1
2835	Glyma.10G044400	1
2836	Glyma.10G044550	1
2837	Glyma.10G045400	1
2838	Glyma.10G046000	1
2839	Glyma.10G046900	1
2841	Glyma.10G047700	1
2844	Glyma.10G051400	1
2846	Glyma.10G052100	1
2847	Glyma.10G053000	1
2849	Glyma.10G055300	1
2852	Glyma.10G058100	1
2853	Glyma.10G058200	1
2855	Glyma.10G059500	1
2856	Glyma.10G059900	1
2857	Glyma.10G062600	1
2858	Glyma.10G062750	1
2859	Glyma.10G062900	1
2860	Glyma.10G063000	1
2863	Glyma.10G064200	1
2866	Glyma.10G066700	1
2868	Glyma.10G067900	1
2870	Glyma.10G069500	1
2871	Glyma.10G069600	1
2872	Glyma.10G071500	1
2873	Glyma.10G072000	1
2874	Glyma.10G073600	1
2875	Glyma.10G073700	1
2876	Glyma.10G075000	1
2877	Glyma.10G076700	1
2878	Glyma.10G078566	1
2879	Glyma.10G078851	1
2881	Glyma.10G079900	1
2882	Glyma.10G081900	1
2883	Glyma.10G082500	1
2886	Glyma.10G087100	1
2887	Glyma.10G089300	1
2889	Glyma.10G089700	1
2890	Glyma.10G090500	1
2891	Glyma.10G091800	1
2893	Glyma.10G094000	1
2894	Glyma.10G094900	1
2895	Glyma.10G095200	1
2898	Glyma.10G101600	1
2899	Glyma.10G104900	1
2900	Glyma.10G106100	1
2901	Glyma.10G106600	1
2905	Glyma.10G111800	1
2906	Glyma.10G120200	1
2907	Glyma.10G120400	1
2908	Glyma.10G122200	1
2909	Glyma.10G124800	1
2911	Glyma.10G128400	1
2916	Glyma.10G136300	1
2917	Glyma.10G138100	1
2918	Glyma.10G138500	1
2919	Glyma.10G139200	1
2921	Glyma.10G141000	1
2923	Glyma.10G143200	1
2924	Glyma.10G143900	1
2925	Glyma.10G144300	1
2928	Glyma.10G147000	1
2931	Glyma.10G148100	1
2932	Glyma.10G149600	1
2934	Glyma.10G151000	1
2936	Glyma.10G152200	1
2938	Glyma.10G156100	1
2941	Glyma.10G157000	1
2943	Glyma.10G157200	1
2944	Glyma.10G157500	1
2946	Glyma.10G157900	1
2948	Glyma.10G159800	1
2951	Glyma.10G163400	1
2952	Glyma.10G165800	1
2955	Glyma.10G171700	1
2958	Glyma.10G172400	1
2960	Glyma.10G174000	1
2961	Glyma.10G174200	1
2962	Glyma.10G176500	1
2964	Glyma.10G177600	1
2965	Glyma.10G178000	1
2967	Glyma.10G179100	1
2969	Glyma.10G180500	1
2973	Glyma.10G182900	1
2974	Glyma.10G183200	1
2975	Glyma.10G183800	1
2977	Glyma.10G184600	1
2979	Glyma.10G185000	1
2981	Glyma.10G185700	1
2983	Glyma.10G188100	1
2985	Glyma.10G190100	1
2989	Glyma.10G193200	1
2993	Glyma.10G194500	1
2997	Glyma.10G199500	1
3000	Glyma.10G200700	1
3001	Glyma.10G200800	1
3003	Glyma.10G201600	1
3005	Glyma.10G203200	1
3010	Glyma.10G205800	1
3011	Glyma.10G206600	1
3013	Glyma.10G209500	1
3014	Glyma.10G209800	1
3016	Glyma.10G210300	1
3018	Glyma.10G211100	1
3019	Glyma.10G211200	1
3020	Glyma.10G211400	1
3021	Glyma.10G212700	1
3022	Glyma.10G212900	1
3023	Glyma.10G213600	1
3025	Glyma.10G214900	1
3026	Glyma.10G216400	1
3027	Glyma.10G217300	1
3028	Glyma.10G218400	1
3030	Glyma.10G220100	1
3032	Glyma.10G221100	1
3033	Glyma.10G221600	1
3035	Glyma.10G222100	1
3036	Glyma.10G222400	1
3038	Glyma.10G223700	1
3040	Glyma.10G224100	1
3042	Glyma.10G226200	1
3046	Glyma.10G229500	1
3047	Glyma.10G229700	1
3048	Glyma.10G230000	1
3049	Glyma.10G230600	1
3051	Glyma.10G233300	1
3053	Glyma.10G234400	1
3055	Glyma.10G235300	1
3056	Glyma.10G235700	1
3057	Glyma.10G236000	1
3059	Glyma.10G236300	1
3060	Glyma.10G237000	1
3061	Glyma.10G238300	1
3062	Glyma.10G241100	1
3064	Glyma.10G242300	1
3066	Glyma.10G245300	1
3067	Glyma.10G245500	1
3071	Glyma.10G250300	1
3077	Glyma.10G253900	1
3079	Glyma.10G256000	1
3080	Glyma.10G257200	1
3081	Glyma.10G258800	1
3084	Glyma.10G260600	1
3085	Glyma.10G261200	1
3086	Glyma.10G261300	1
3087	Glyma.10G261400	1
3088	Glyma.10G261600	1
3091	Glyma.10G263200	1
3092	Glyma.10G263300	1
3094	Glyma.10G267200	1
3096	Glyma.10G268500	1
3097	Glyma.10G269200	1
3098	Glyma.10G269700	1
3099	Glyma.10G270000	1
3101	Glyma.10G270600	1
3103	Glyma.10G271701	1
3104	Glyma.10G272000	1
3105	Glyma.10G272800	1
3106	Glyma.10G273300	1
3107	Glyma.10G274600	1
3108	Glyma.10G276200	1
3111	Glyma.10G277800	1
3112	Glyma.10G278900	1
3113	Glyma.10G281400	1
3114	Glyma.10G281600	1
3117	Glyma.10G283100	1
3118	Glyma.10G284100	1
3123	Glyma.10G290900	1
3125	Glyma.10G292200	1
3126	Glyma.10G292400	1
3130	Glyma.10G296900	1
3131	Glyma.U031117::	1
3140	Glyma.11G006600	1
3144	Glyma.11G012000	1
3145	Glyma.11G012700	1
3147	Glyma.11G014300	1
3148	Glyma.11G015433	1
3149	Glyma.11G015800	1
3150	Glyma.11G015900	1
3151	Glyma.11G016400	1
3152	Glyma.11G019900	1
3153	Glyma.11G020001	1
3154	Glyma.11G020700	1
3155	Glyma.11G021000	1
3157	Glyma.11G022300	1
3158	Glyma.11G023200	1
3159	Glyma.11G025600	1
3160	Glyma.11G025700	1
3163	Glyma.11G028400	1
3165	Glyma.11G029500	1
3167	Glyma.11G030200	1
3170	Glyma.11G034100	1
3172	Glyma.11G036400	1
3174	Glyma.11G037100	1
3175	Glyma.11G037500	1
3176	Glyma.11G037700	1
3177	Glyma.11G038700	1
3179	Glyma.11G040700	1
3180	Glyma.11G042200	1
3181	Glyma.11G043100	1
3183	Glyma.11G044200	1
3184	Glyma.11G044800	1
3185	Glyma.11G046400	1
3186	Glyma.11G047300	1
3187	Glyma.11G047900	1
3188	Glyma.11G048300	1
3190	Glyma.11G050000	1
3191	Glyma.11G050900	1
3192	Glyma.11G051400	1
3193	Glyma.11G051700	1
3194	Glyma.11G051800	1
3195	Glyma.11G053100	1
3196	Glyma.11G053900	1
3197	Glyma.11G055200	1
3199	Glyma.11G058100	1
3200	Glyma.11G060500	1
3205	Glyma.11G066800	1
3206	Glyma.11G067100	1
3207	Glyma.11G069000	1
3208	Glyma.11G070200	1
3213	Glyma.11G072000	1
3214	Glyma.11G073900	1
3215	Glyma.11G074400	1
3216	Glyma.11G075100	1
3217	Glyma.11G076000	1
3219	Glyma.11G077300	1
3222	Glyma.11G078000	1
3223	Glyma.11G078300	1
3224	Glyma.11G079400	1
3225	Glyma.11G079500	1
3226	Glyma.11G080600	1
3227	Glyma.11G080700	1
3228	Glyma.11G081000	1
3230	Glyma.11G084000	1
3231	Glyma.11G084100	1
3232	Glyma.11G085400	1
3233	Glyma.11G087100	1
3234	Glyma.11G087600	1
3235	Glyma.11G088200	1
3237	Glyma.11G088900	1
3238	Glyma.11G089100	1
3241	Glyma.11G092900	1
3242	Glyma.11G093600	1
3246	Glyma.11G097100	1
3247	Glyma.11G097500	1
3248	Glyma.11G099300	1
3250	Glyma.11G101200	1
3251	Glyma.11G101500	1
3253	Glyma.11G105700	1
3254	Glyma.11G107300	1
3255	Glyma.11G109400	1
3257	Glyma.11G110800	1
3258	Glyma.11G111100	1
3259	Glyma.11G111400	1
3260	Glyma.11G112100	1
3262	Glyma.11G113700	1
3263	Glyma.11G114300	1
3265	Glyma.11G115200	1
3268	Glyma.11G120200	1
3270	Glyma.11G120900	1
3271	Glyma.11G121100	1
3272	Glyma.11G121800	1
3273	Glyma.11G121900	1
3279	Glyma.11G125100	1
3280	Glyma.11G125567	1
3282	Glyma.11G129100	1
3288	Glyma.11G129900	1
3290	Glyma.11G131800	1
3291	Glyma.11G132802	1
3293	Glyma.11G134000	1
3294	Glyma.11G134900	1
3295	Glyma.11G135900	1
3296	Glyma.11G136700	1
3299	Glyma.11G139400	1
3300	Glyma.11G139500	1
3301	Glyma.11G139600	1
3302	Glyma.11G139800	1
3303	Glyma.11G140500	1
3305	Glyma.11G142600	1
