,tgenes,indexarray
1400,Glyma.05G103600::Gm05:27625878-27627878,100
1401,Glyma.05G103600::Gm05:27625878-27627878,1600
1402,Glyma.05G103700::Gm05:27650192-27652192,1000
1403,Glyma.05G103700::Gm05:27650192-27652192,1100
1404,Glyma.05G103700::Gm05:27650192-27652192,1200
1405,Glyma.05G105000::Gm05:27894679-27896679,1700
1406,Glyma.05G107500::Gm05:28568915-28570915,1200
1407,Glyma.05G107500::Gm05:28568915-28570915,1300
1408,Glyma.05G107500::Gm05:28568915-28570915,1400
1409,Glyma.05G107500::Gm05:28568915-28570915,1500
1410,Glyma.05G107500::Gm05:28568915-28570915,1600
1411,Glyma.05G107500::Gm05:28568915-28570915,1700
1412,Glyma.05G108400::Gm05:28745465-28747465,0
1413,Glyma.05G108400::Gm05:28745465-28747465,100
1414,Glyma.05G110200::Gm05:29238947-29240947,1200
1415,Glyma.05G118500::Gm05:31169139-31171139,1300
1416,Glyma.05G118500::Gm05:31169139-31171139,1400
1417,Glyma.05G120100::Gm05:31353732-31355732,500
1418,Glyma.05G120100::Gm05:31353732-31355732,600
1419,Glyma.05G120100::Gm05:31353732-31355732,1200
1420,Glyma.05G120100::Gm05:31353732-31355732,1300
1421,Glyma.05G124900::Gm05:31868580-31870580,900
1422,Glyma.05G124900::Gm05:31868580-31870580,1700
1423,Glyma.05G125200::Gm05:31891241-31893241,200
1424,Glyma.05G125200::Gm05:31891241-31893241,300
1425,Glyma.05G128200::Gm05:32196540-32198540,1600
1426,Glyma.05G129100::Gm05:32274095-32276095,1300
1427,Glyma.05G129200::Gm05:32282794-32284794,900
1428,Glyma.05G129200::Gm05:32282794-32284794,1000
1429,Glyma.05G130500::Gm05:32376146-32378146,800
1430,Glyma.05G130500::Gm05:32376146-32378146,900
1431,Glyma.05G130500::Gm05:32376146-32378146,1100
1432,Glyma.05G130500::Gm05:32376146-32378146,1200
1433,Glyma.05G130600::Gm05:32390790-32392790,1700
1434,Glyma.05G132200::Gm05:32556128-32558128,1700
1435,Glyma.05G133000::Gm05:32631190-32633190,1400
1436,Glyma.05G133700::Gm05:32698514-32700514,400
1437,Glyma.05G133700::Gm05:32698514-32700514,1300
1438,Glyma.05G134500::Gm05:32757020-32759020,1200
1439,Glyma.05G135200::Gm05:32807970-32809970,1100
1440,Glyma.05G135200::Gm05:32807970-32809970,1200
1441,Glyma.05G135200::Gm05:32807970-32809970,1300
1442,Glyma.05G136400::Gm05:32913801-32915801,0
1443,Glyma.05G136400::Gm05:32913801-32915801,100
1444,Glyma.05G139500::Gm05:33236387-33238387,700
1445,Glyma.05G139900::Gm05:33283212-33285212,300
1446,Glyma.05G139900::Gm05:33283212-33285212,1000
1447,Glyma.05G140600::Gm05:33391538-33393538,1400
1448,Glyma.05G140600::Gm05:33391538-33393538,1500
1449,Glyma.05G145000::Gm05:33931215-33933215,1400
1450,Glyma.05G146000::Gm05:34007162-34009162,900
1451,Glyma.05G147200::Gm05:34161005-34163005,200
1452,Glyma.05G147200::Gm05:34161005-34163005,300
1453,Glyma.05G147200::Gm05:34161005-34163005,1000
1454,Glyma.05G147200::Gm05:34161005-34163005,1600
1455,Glyma.05G147700::Gm05:34239226-34241226,1000
1456,Glyma.05G147700::Gm05:34239226-34241226,1100
1457,Glyma.05G152300::Gm05:34628992-34630992,1000
1458,Glyma.05G152300::Gm05:34628992-34630992,1100
1459,Glyma.05G152300::Gm05:34628992-34630992,1200
1460,Glyma.05G152300::Gm05:34628992-34630992,1300
1461,Glyma.05G154600::Gm05:34823196-34825196,1000
1462,Glyma.05G154600::Gm05:34823196-34825196,1500
1463,Glyma.05G155000::Gm05:34835981-34837981,1500
1464,Glyma.05G155300::Gm05:34858520-34860520,1400
1465,Glyma.05G155300::Gm05:34858520-34860520,1500
1466,Glyma.05G155700::Gm05:34894333-34896333,900
1467,Glyma.05G156300::Gm05:34918994-34920994,1300
1468,Glyma.05G156300::Gm05:34918994-34920994,1400
1469,Glyma.05G156300::Gm05:34918994-34920994,1600
1470,Glyma.05G157000::Gm05:34992360-34994360,1400
1471,Glyma.05G157000::Gm05:34992360-34994360,1500
1472,Glyma.05G157000::Gm05:34992360-34994360,1600
1473,Glyma.05G157000::Gm05:34992360-34994360,1700
1474,Glyma.05G161100::Gm05:35316280-35318280,1100
1475,Glyma.05G161400::Gm05:35337254-35339254,1500
1476,Glyma.05G161600::Gm05:35342038-35344038,1100
1477,Glyma.05G161600::Gm05:35342038-35344038,1200
1478,Glyma.05G162100::Gm05:35363616-35365616,1500
1479,Glyma.05G162600::Gm05:35409187-35411187,1300
1480,Glyma.05G162600::Gm05:35409187-35411187,1400
1481,Glyma.05G166900::Gm05:35769093-35771093,200
1482,Glyma.05G166900::Gm05:35769093-35771093,500
1483,Glyma.05G167300::Gm05:35829978-35831978,900
1484,Glyma.05G169200::Gm05:35996030-35998030,1100
1485,Glyma.05G172300::Gm05:36244275-36246275,1000
1486,Glyma.05G172300::Gm05:36244275-36246275,1100
1487,Glyma.05G173100::Gm05:36281725-36283725,1100
1488,Glyma.05G173300::Gm05:36285832-36287832,1600
1489,Glyma.05G175600::Gm05:36460437-36462437,700
1490,Glyma.05G175600::Gm05:36460437-36462437,1200
1491,Glyma.05G176400::Gm05:36552000-36554000,1700
1492,Glyma.05G177000::Gm05:36582698-36584698,1300
1493,Glyma.05G178200::Gm05:36650526-36652526,500
1494,Glyma.05G178200::Gm05:36650526-36652526,600
1495,Glyma.05G180600::Gm05:36878467-36880467,1400
1496,Glyma.05G180600::Gm05:36878467-36880467,1500
1497,Glyma.05G181600::Gm05:36958934-36960934,1700
1498,Glyma.05G182300::Gm05:37022087-37024087,0
1499,Glyma.05G183600::Gm05:37102947-37104947,1700
1500,Glyma.05G183800::Gm05:37116137-37118137,0
1501,Glyma.05G192700::Gm05:37800082-37802082,900
1502,Glyma.05G192700::Gm05:37800082-37802082,1700
1503,Glyma.05G193200::Gm05:37831885-37833885,0
1504,Glyma.05G193200::Gm05:37831885-37833885,100
1505,Glyma.05G193200::Gm05:37831885-37833885,1400
1506,Glyma.05G195400::Gm05:37975776-37977776,1000
1507,Glyma.05G195400::Gm05:37975776-37977776,1100
1508,Glyma.05G195400::Gm05:37975776-37977776,1200
1509,Glyma.05G195400::Gm05:37975776-37977776,1700
1510,Glyma.05G195900::Gm05:38016562-38018562,500
1511,Glyma.05G195900::Gm05:38016562-38018562,600
1512,Glyma.05G196700::Gm05:38098082-38100082,0
1513,Glyma.05G196700::Gm05:38098082-38100082,100
1514,Glyma.05G196700::Gm05:38098082-38100082,200
1515,Glyma.05G196700::Gm05:38098082-38100082,300
1516,Glyma.05G196900::Gm05:38120536-38122536,900
1517,Glyma.05G196900::Gm05:38120536-38122536,1000
1518,Glyma.05G196900::Gm05:38120536-38122536,1600
1519,Glyma.05G197400::Gm05:38168355-38170355,300
1520,Glyma.05G197400::Gm05:38168355-38170355,1300
1521,Glyma.05G197400::Gm05:38168355-38170355,1400
1522,Glyma.05G200200::Gm05:38391734-38393734,500
1523,Glyma.05G200200::Gm05:38391734-38393734,600
1524,Glyma.05G200200::Gm05:38391734-38393734,700
1525,Glyma.05G200200::Gm05:38391734-38393734,1200
1526,Glyma.05G200200::Gm05:38391734-38393734,1500
1527,Glyma.05G202700::Gm05:38629961-38631961,1700
1528,Glyma.05G206200::Gm05:38911567-38913567,1500
1529,Glyma.05G207400::Gm05:38965064-38967064,100
1530,Glyma.05G207400::Gm05:38965064-38967064,200
1531,Glyma.05G209000::Gm05:39145748-39147748,600
1532,Glyma.05G209000::Gm05:39145748-39147748,700
1533,Glyma.05G209100::Gm05:39150085-39152085,500
1534,Glyma.05G209100::Gm05:39150085-39152085,600
1535,Glyma.05G209100::Gm05:39150085-39152085,1700
1536,Glyma.05G209600::Gm05:39204776-39206776,0
1537,Glyma.05G209600::Gm05:39204776-39206776,100
1538,Glyma.05G209600::Gm05:39204776-39206776,200
1539,Glyma.05G209600::Gm05:39204776-39206776,300
1540,Glyma.05G209600::Gm05:39204776-39206776,400
1541,Glyma.05G210400::Gm05:39283069-39285069,1300
1542,Glyma.05G213300::Gm05:39526062-39528062,1700
1543,Glyma.05G215900::Gm05:39683293-39685293,1500
1544,Glyma.05G216000::Gm05:39690630-39692630,900
1545,Glyma.05G216000::Gm05:39690630-39692630,1000
1546,Glyma.05G216100::Gm05:39694058-39696058,300
1547,Glyma.05G216100::Gm05:39694058-39696058,900
1548,Glyma.05G216100::Gm05:39694058-39696058,1000
1549,Glyma.05G216100::Gm05:39694058-39696058,1100
1550,Glyma.05G219500::Gm05:39944168-39946168,1200
1551,Glyma.05G219500::Gm05:39944168-39946168,1300
1552,Glyma.05G219500::Gm05:39944168-39946168,1400
1553,Glyma.05G221300::Gm05:40121999-40123999,1400
1554,Glyma.05G221800::Gm05:40168637-40170637,300
1555,Glyma.05G222800::Gm05:40268970-40270970,1300
1556,Glyma.05G224000::Gm05:40348150-40350150,0
1557,Glyma.05G224000::Gm05:40348150-40350150,1000
1558,Glyma.05G224000::Gm05:40348150-40350150,1100
1559,Glyma.05G224400::Gm05:40372047-40374047,700
1560,Glyma.05G224400::Gm05:40372047-40374047,800
1561,Glyma.05G224400::Gm05:40372047-40374047,900
1562,Glyma.05G224400::Gm05:40372047-40374047,1000
1563,Glyma.05G226000::Gm05:40505761-40507761,1000
1564,Glyma.05G226000::Gm05:40505761-40507761,1100
1565,Glyma.05G226000::Gm05:40505761-40507761,1200
1566,Glyma.05G227400::Gm05:40604826-40606826,1500
1567,Glyma.05G231500::Gm05:40946240-40948240,500
1568,Glyma.05G231500::Gm05:40946240-40948240,1500
1569,Glyma.05G232200::Gm05:41001686-41003686,0
1570,Glyma.05G232400::Gm05:41029956-41031956,1300
1571,Glyma.05G235900::Gm05:41286721-41288721,700
1572,Glyma.05G235900::Gm05:41286721-41288721,800
1573,Glyma.05G237100::Gm05:41388034-41390034,1100
1574,Glyma.05G237100::Gm05:41388034-41390034,1200
1575,Glyma.05G237100::Gm05:41388034-41390034,1700
1576,Glyma.05G239300::Gm05:41542943-41544943,100
1577,Glyma.05G239300::Gm05:41542943-41544943,1700
1578,Glyma.05G243200::Gm05:41828018-41830018,1600
1579,Glyma.05G244200::Gm05:41903304-41905304,1700
1580,Glyma.05G245300::Gm05:41964402-41966402,1700
1581,Glyma.06G001100::Gm06:115276-117276,1700
1582,Glyma.06G007500::Gm06:578551-580551,1400
1583,Glyma.06G007500::Gm06:578551-580551,1500
1584,Glyma.06G010200::Gm06:786626-788626,300
1585,Glyma.06G012900::Gm06:947440-949440,800
1586,Glyma.06G012900::Gm06:947440-949440,900
1587,Glyma.06G012900::Gm06:947440-949440,1000
1588,Glyma.06G012900::Gm06:947440-949440,1100
1589,Glyma.06G022100::Gm06:1638602-1640602,1200
1590,Glyma.06G022100::Gm06:1638602-1640602,1600
1591,Glyma.06G024000::Gm06:1788335-1790335,800
1592,Glyma.06G024000::Gm06:1788335-1790335,900
1593,Glyma.06G027700::Gm06:2144627-2146627,100
1594,Glyma.06G027700::Gm06:2144627-2146627,700
1595,Glyma.06G029900::Gm06:2324483-2326483,600
1596,Glyma.06G032100::Gm06:2466652-2468652,800
1597,Glyma.06G032400::Gm06:2483333-2485333,800
1598,Glyma.06G032400::Gm06:2483333-2485333,900
1599,Glyma.06G036100::Gm06:2757607-2759607,0
1600,Glyma.06G036100::Gm06:2757607-2759607,100
1601,Glyma.06G036100::Gm06:2757607-2759607,200
1602,Glyma.06G036100::Gm06:2757607-2759607,300
1603,Glyma.06G036400::Gm06:2778966-2780966,100
1604,Glyma.06G036700::Gm06:2800506-2802506,200
1605,Glyma.06G036700::Gm06:2800506-2802506,900
1606,Glyma.06G038000::Gm06:2894015-2896015,700
1607,Glyma.06G038000::Gm06:2894015-2896015,1300
1608,Glyma.06G038400::Gm06:2903175-2905175,800
1609,Glyma.06G041300::Gm06:3108097-3110097,1100
1610,Glyma.06G041300::Gm06:3108097-3110097,1500
1611,Glyma.06G042300::Gm06:3179430-3181430,1200
1612,Glyma.06G042300::Gm06:3179430-3181430,1300
1613,Glyma.06G042300::Gm06:3179430-3181430,1400
1614,Glyma.06G042900::Gm06:3249120-3251120,900
1615,Glyma.06G042900::Gm06:3249120-3251120,1000
1616,Glyma.06G043400::Gm06:3300213-3302213,1100
1617,Glyma.06G045400::Gm06:3438247-3440247,1200
1618,Glyma.06G045400::Gm06:3438247-3440247,1300
1619,Glyma.06G047600::Gm06:3571412-3573412,1500
1620,Glyma.06G049500::Gm06:3709886-3711886,1600
1621,Glyma.06G049500::Gm06:3709886-3711886,1700
1622,Glyma.06G050700::Gm06:3827722-3829722,0
1623,Glyma.06G050700::Gm06:3827722-3829722,100
1624,Glyma.06G054200::Gm06:4070628-4072628,0
1625,Glyma.06G055500::Gm06:4174351-4176351,1100
1626,Glyma.06G055500::Gm06:4174351-4176351,1200
1627,Glyma.06G055900::Gm06:4202051-4204051,1400
1628,Glyma.06G059500::Gm06:4488055-4490055,800
1629,Glyma.06G059500::Gm06:4488055-4490055,900
1630,Glyma.06G059500::Gm06:4488055-4490055,1000
1631,Glyma.06G059500::Gm06:4488055-4490055,1100
1632,Glyma.06G059500::Gm06:4488055-4490055,1200
1633,Glyma.06G061200::Gm06:4592053-4594053,1200
1634,Glyma.06G061900::Gm06:4640955-4642955,1300
1635,Glyma.06G068100::Gm06:5189211-5191211,100
1636,Glyma.06G068100::Gm06:5189211-5191211,200
1637,Glyma.06G068100::Gm06:5189211-5191211,1500
1638,Glyma.06G068100::Gm06:5189211-5191211,1600
1639,Glyma.06G069500::Gm06:5308616-5310616,900
1640,Glyma.06G071600::Gm06:5443044-5445044,0
1641,Glyma.06G071600::Gm06:5443044-5445044,100
1642,Glyma.06G071600::Gm06:5443044-5445044,1000
1643,Glyma.06G071600::Gm06:5443044-5445044,1100
1644,Glyma.06G071600::Gm06:5443044-5445044,1700
1645,Glyma.06G072900::Gm06:5589350-5591350,0
1646,Glyma.06G073900::Gm06:5665968-5667968,700
1647,Glyma.06G073900::Gm06:5665968-5667968,800
1648,Glyma.06G075300::Gm06:5791839-5793839,1200
1649,Glyma.06G075300::Gm06:5791839-5793839,1300
1650,Glyma.06G077400::Gm06:5950846-5952846,0
1651,Glyma.06G080100::Gm06:6113401-6115401,300
1652,Glyma.06G080100::Gm06:6113401-6115401,400
1653,Glyma.06G080100::Gm06:6113401-6115401,1700
1654,Glyma.06G082000::Gm06:6278776-6280776,1100
1655,Glyma.06G082000::Gm06:6278776-6280776,1200
1656,Glyma.06G082000::Gm06:6278776-6280776,1300
1657,Glyma.06G082200::Gm06:6292117-6294117,1600
1658,Glyma.06G082800::Gm06:6327578-6329578,1000
1659,Glyma.06G082800::Gm06:6327578-6329578,1200
1660,Glyma.06G083600::Gm06:6405594-6407594,900
1661,Glyma.06G090800::Gm06:7046020-7048020,0
1662,Glyma.06G090800::Gm06:7046020-7048020,100
1663,Glyma.06G090800::Gm06:7046020-7048020,800
1664,Glyma.06G091700::Gm06:7188736-7190736,400
1665,Glyma.06G100600::Gm06:7946462-7948462,1200
1666,Glyma.06G105700::Gm06:8423126-8425126,1500
1667,Glyma.06G106100::Gm06:8466359-8468359,500
1668,Glyma.06G107200::Gm06:8584354-8586354,1600
1669,Glyma.06G108100::Gm06:8655182-8657182,1100
1670,Glyma.06G108100::Gm06:8655182-8657182,1300
1671,Glyma.06G108100::Gm06:8655182-8657182,1400
1672,Glyma.06G108100::Gm06:8655182-8657182,1500
1673,Glyma.06G110400::Gm06:8897085-8899085,500
1674,Glyma.06G114200::Gm06:9227818-9229818,800
1675,Glyma.06G114200::Gm06:9227818-9229818,900
1676,Glyma.06G114200::Gm06:9227818-9229818,1700
1677,Glyma.06G114300::Gm06:9236220-9238220,0
1678,Glyma.06G114300::Gm06:9236220-9238220,1500
1679,Glyma.06G115800::Gm06:9388385-9390385,700
1680,Glyma.06G115800::Gm06:9388385-9390385,800
1681,Glyma.06G115800::Gm06:9388385-9390385,1400
1682,Glyma.06G117000::Gm06:9482906-9484906,400
1683,Glyma.06G119300::Gm06:9680498-9682498,1100
1684,Glyma.06G119300::Gm06:9680498-9682498,1200
1685,Glyma.06G119400::Gm06:9688562-9690562,1700
1686,Glyma.06G119500::Gm06:9697047-9699047,1300
1687,Glyma.06G119500::Gm06:9697047-9699047,1400
1688,Glyma.06G119700::Gm06:9706120-9708120,1100
1689,Glyma.06G119700::Gm06:9706120-9708120,1200
1690,Glyma.06G121000::Gm06:9817447-9819447,200
1691,Glyma.06G121000::Gm06:9817447-9819447,1600
1692,Glyma.06G121400::Gm06:9859757-9861757,100
1693,Glyma.06G121400::Gm06:9859757-9861757,1000
1694,Glyma.06G122400::Gm06:9941668-9943668,1000
1695,Glyma.06G122400::Gm06:9941668-9943668,1600
1696,Glyma.06G122400::Gm06:9941668-9943668,1700
1697,Glyma.06G124600::Gm06:10102661-10104661,1200
1698,Glyma.06G124800::Gm06:10125183-10127183,400
1699,Glyma.06G125600::Gm06:10208076-10210076,1600
1700,Glyma.06G125600::Gm06:10208076-10210076,1700
1701,Glyma.06G130900::Gm06:10704547-10706547,600
1702,Glyma.06G130900::Gm06:10704547-10706547,1100
1703,Glyma.06G132600::Gm06:10878892-10880892,1300
1704,Glyma.06G133700::Gm06:10946538-10948538,1200
1705,Glyma.06G133700::Gm06:10946538-10948538,1300
1706,Glyma.06G135100::Gm06:11051748-11053748,1200
1707,Glyma.06G139500::Gm06:11328854-11330854,700
1708,Glyma.06G139500::Gm06:11328854-11330854,1000
1709,Glyma.06G140000::Gm06:11380704-11382704,1100
1710,Glyma.06G140000::Gm06:11380704-11382704,1200
1711,Glyma.06G140300::Gm06:11396324-11398324,100
1712,Glyma.06G141100::Gm06:11448758-11450758,800
1713,Glyma.06G141100::Gm06:11448758-11450758,900
1714,Glyma.06G141100::Gm06:11448758-11450758,1400
1715,Glyma.06G141100::Gm06:11448758-11450758,1500
1716,Glyma.06G141400::Gm06:11483612-11485612,800
1717,Glyma.06G141400::Gm06:11483612-11485612,900
1718,Glyma.06G141500::Gm06:11489253-11491253,200
1719,Glyma.06G141600::Gm06:11494058-11496058,1600
1720,Glyma.06G141600::Gm06:11494058-11496058,1700
1721,Glyma.06G144100::Gm06:11690637-11692637,1100
1722,Glyma.06G144100::Gm06:11690637-11692637,1200
1723,Glyma.06G144100::Gm06:11690637-11692637,1300
1724,Glyma.06G144100::Gm06:11690637-11692637,1400
1725,Glyma.06G145300::Gm06:11803504-11805504,1300
1726,Glyma.06G145300::Gm06:11803504-11805504,1700
1727,Glyma.06G145800::Gm06:11850579-11852579,1400
1728,Glyma.06G146900::Gm06:11930373-11932373,100
1729,Glyma.06G146900::Gm06:11930373-11932373,200
1730,Glyma.06G146900::Gm06:11930373-11932373,300
1731,Glyma.06G147200::Gm06:11955097-11957097,1400
1732,Glyma.06G147200::Gm06:11955097-11957097,1500
1733,Glyma.06G148400::Gm06:12074322-12076322,1700
1734,Glyma.06G149900::Gm06:12192949-12194949,1300
1735,Glyma.06G152500::Gm06:12378422-12380422,1200
1736,Glyma.06G152500::Gm06:12378422-12380422,1500
1737,Glyma.06G153400::Gm06:12481370-12483370,400
1738,Glyma.06G153400::Gm06:12481370-12483370,500
1739,Glyma.06G153600::Gm06:12487688-12489688,900
1740,Glyma.06G153600::Gm06:12487688-12489688,1000
1741,Glyma.06G153600::Gm06:12487688-12489688,1100
1742,Glyma.06G155500::Gm06:12661483-12663483,1400
1743,Glyma.06G157400::Gm06:12892129-12894129,1500
1744,Glyma.06G157400::Gm06:12892129-12894129,1600
1745,Glyma.06G157400::Gm06:12892129-12894129,1700
1746,Glyma.06G158200::Gm06:12945104-12947104,1400
1747,Glyma.06G158200::Gm06:12945104-12947104,1500
1748,Glyma.06G159800::Gm06:13145360-13147360,1400
1749,Glyma.06G159800::Gm06:13145360-13147360,1500
1750,Glyma.06G162400::Gm06:13371156-13373156,1300
1751,Glyma.06G162400::Gm06:13371156-13373156,1400
1752,Glyma.06G162400::Gm06:13371156-13373156,1500
1753,Glyma.06G162700::Gm06:13408737-13410737,1500
1754,Glyma.06G162700::Gm06:13408737-13410737,1600
1755,Glyma.06G163700::Gm06:13479822-13481822,1100
1756,Glyma.06G163700::Gm06:13479822-13481822,1500
1757,Glyma.06G164800::Gm06:13595723-13597723,300
1758,Glyma.06G164800::Gm06:13595723-13597723,400
1759,Glyma.06G164800::Gm06:13595723-13597723,1100
1760,Glyma.06G164800::Gm06:13595723-13597723,1200
1761,Glyma.06G166700::Gm06:13839563-13841563,1700
1762,Glyma.06G168600::Gm06:14058288-14060288,200
1763,Glyma.06G169100::Gm06:14085554-14087554,1300
1764,Glyma.06G169100::Gm06:14085554-14087554,1600
1765,Glyma.06G169400::Gm06:14102644-14104644,1500
1766,Glyma.06G171500::Gm06:14308477-14310477,1300
1767,Glyma.06G171500::Gm06:14308477-14310477,1400
1768,Glyma.06G178300::Gm06:15045600-15047600,1100
1769,Glyma.06G182200::Gm06:15550071-15552071,1000
1770,Glyma.06G182200::Gm06:15550071-15552071,1700
1771,Glyma.06G184800::Gm06:15973684-15975684,1500
1772,Glyma.06G184800::Gm06:15973684-15975684,1600
1773,Glyma.06G186200::Gm06:16158335-16160335,1300
1774,Glyma.06G187400::Gm06:16287121-16289121,1700
1775,Glyma.06G188900::Gm06:16423573-16425573,700
1776,Glyma.06G188900::Gm06:16423573-16425573,800
1777,Glyma.06G188900::Gm06:16423573-16425573,1000
1778,Glyma.06G188900::Gm06:16423573-16425573,1100
1779,Glyma.06G188900::Gm06:16423573-16425573,1300
1780,Glyma.06G188900::Gm06:16423573-16425573,1400
1781,Glyma.06G189400::Gm06:16526362-16528362,1500
1782,Glyma.06G189500::Gm06:16533619-16535619,1200
1783,Glyma.06G189600::Gm06:16570532-16572532,600
1784,Glyma.06G189600::Gm06:16570532-16572532,700
1785,Glyma.06G189600::Gm06:16570532-16572532,800
1786,Glyma.06G189600::Gm06:16570532-16572532,900
1787,Glyma.06G189900::Gm06:16625127-16627127,1000
1788,Glyma.06G190200::Gm06:16655349-16657349,300
1789,Glyma.06G190300::Gm06:16660596-16662596,900
1790,Glyma.06G190300::Gm06:16660596-16662596,1000
1791,Glyma.06G190300::Gm06:16660596-16662596,1100
1792,Glyma.06G190300::Gm06:16660596-16662596,1200
1793,Glyma.06G191300::Gm06:16753578-16755578,1100
1794,Glyma.06G191400::Gm06:16773755-16775755,800
1795,Glyma.06G191400::Gm06:16773755-16775755,900
1796,Glyma.06G191400::Gm06:16773755-16775755,1000
1797,Glyma.06G191400::Gm06:16773755-16775755,1100
1798,Glyma.06G193500::Gm06:17112163-17114163,900
1799,Glyma.06G193500::Gm06:17112163-17114163,1000
1800,Glyma.06G196300::Gm06:17561172-17563172,1400
1801,Glyma.06G196400::Gm06:17567371-17569371,1100
1802,Glyma.06G196400::Gm06:17567371-17569371,1700
1803,Glyma.06G197600::Gm06:17907488-17909488,0
1804,Glyma.06G197600::Gm06:17907488-17909488,900
1805,Glyma.06G197600::Gm06:17907488-17909488,1500
1806,Glyma.06G197600::Gm06:17907488-17909488,1600
1807,Glyma.06G198100::Gm06:17949984-17951984,1300
1808,Glyma.06G214700::Gm06:22045493-22047493,0
1809,Glyma.06G214700::Gm06:22045493-22047493,200
1810,Glyma.06G222000::Gm06:28451694-28453694,1100
1811,Glyma.06G226700::Gm06:32349102-32351102,1200
1812,Glyma.06G226700::Gm06:32349102-32351102,1300
1813,Glyma.06G242800::Gm06:39789617-39791617,1000
1814,Glyma.06G242800::Gm06:39789617-39791617,1300
1815,Glyma.06G242800::Gm06:39789617-39791617,1400
1816,Glyma.06G248900::Gm06:41411288-41413288,1500
1817,Glyma.06G249300::Gm06:41513376-41515376,400
1818,Glyma.06G249300::Gm06:41513376-41515376,1400
1819,Glyma.06G255900::Gm06:43124757-43126757,1600
1820,Glyma.06G255900::Gm06:43124757-43126757,1700
1821,Glyma.06G257702::Gm06:43551393-43553393,1400
1822,Glyma.06G257702::Gm06:43551393-43553393,1600
1823,Glyma.06G258200::Gm06:43871949-43873949,1400
1824,Glyma.06G258200::Gm06:43871949-43873949,1500
1825,Glyma.06G258200::Gm06:43871949-43873949,1600
1826,Glyma.06G258500::Gm06:43941808-43943808,1700
1827,Glyma.06G259400::Gm06:44029146-44031146,1000
1828,Glyma.06G259800::Gm06:44060198-44062198,1100
1829,Glyma.06G260200::Gm06:44123489-44125489,0
1830,Glyma.06G260200::Gm06:44123489-44125489,500
1831,Glyma.06G261100::Gm06:44317423-44319423,500
1832,Glyma.06G262000::Gm06:44481503-44483503,1300
1833,Glyma.06G262000::Gm06:44481503-44483503,1400
1834,Glyma.06G262000::Gm06:44481503-44483503,1500
1835,Glyma.06G262000::Gm06:44481503-44483503,1600
1836,Glyma.06G263900::Gm06:44733693-44735693,1400
1837,Glyma.06G265600::Gm06:44953029-44955029,1300
1838,Glyma.06G267300::Gm06:45144421-45146421,500
1839,Glyma.06G267300::Gm06:45144421-45146421,600
1840,Glyma.06G267300::Gm06:45144421-45146421,900
1841,Glyma.06G267300::Gm06:45144421-45146421,1300
1842,Glyma.06G267300::Gm06:45144421-45146421,1600
1843,Glyma.06G268600::Gm06:45310879-45312879,1700
1844,Glyma.06G272900::Gm06:45957087-45959087,1400
1845,Glyma.06G275900::Gm06:46280024-46282024,1300
1846,Glyma.06G275900::Gm06:46280024-46282024,1400
1847,Glyma.06G275900::Gm06:46280024-46282024,1500
1848,Glyma.06G277500::Gm06:46529363-46531363,1500
1849,Glyma.06G277500::Gm06:46529363-46531363,1600
1850,Glyma.06G277600::Gm06:46540404-46542404,1700
1851,Glyma.06G284900::Gm06:46936685-46938685,1300
1852,Glyma.06G291500::Gm06:47621735-47623735,1300
1853,Glyma.06G291500::Gm06:47621735-47623735,1500
1854,Glyma.06G291500::Gm06:47621735-47623735,1600
1855,Glyma.06G292200::Gm06:47698788-47700788,800
1856,Glyma.06G292200::Gm06:47698788-47700788,1200
1857,Glyma.06G292200::Gm06:47698788-47700788,1300
1858,Glyma.06G296200::Gm06:48104853-48106853,1600
1859,Glyma.06G299000::Gm06:48335265-48337265,400
1860,Glyma.06G299000::Gm06:48335265-48337265,500
1861,Glyma.06G299100::Gm06:48348847-48350847,1400
1862,Glyma.06G299100::Gm06:48348847-48350847,1500
1863,Glyma.06G306200::Gm06:49050566-49052566,1500
1864,Glyma.06G306200::Gm06:49050566-49052566,1600
1865,Glyma.06G307000::Gm06:49125505-49127505,1400
1866,Glyma.06G308800::Gm06:49278180-49280180,300
1867,Glyma.06G309000::Gm06:49305980-49307980,1500
1868,Glyma.06G310000::Gm06:49383741-49385741,300
1869,Glyma.06G310800::Gm06:49474241-49476241,1000
1870,Glyma.06G311100::Gm06:49508042-49510042,900
1871,Glyma.06G312300::Gm06:49611493-49613493,1700
1872,Glyma.06G313700::Gm06:49766799-49768799,0
1873,Glyma.06G313700::Gm06:49766799-49768799,100
1874,Glyma.06G315100::Gm06:49940137-49942137,1100
1875,Glyma.06G315100::Gm06:49940137-49942137,1200
1876,Glyma.06G317100::Gm06:50115315-50117315,1400
1877,Glyma.06G317200::Gm06:50125492-50127492,1600
1878,Glyma.06G319640::Gm06:50379762-50381762,100
1879,Glyma.06G319640::Gm06:50379762-50381762,1000
1880,Glyma.06G319640::Gm06:50379762-50381762,1400
1881,Glyma.06G319640::Gm06:50379762-50381762,1500
1882,Glyma.06G319700::Gm06:50385185-50387185,1700
1883,Glyma.06G321900::Gm06:50569376-50571376,700
1884,Glyma.07G000300::Gm07:30203-32203,0
1885,Glyma.07G013700::Gm07:1063494-1065494,1000
1886,Glyma.07G013700::Gm07:1063494-1065494,1100
1887,Glyma.07G013700::Gm07:1063494-1065494,1400
